8	9	40	42	45		6	7
6	9	15	25	38		4	9
5	9	19	21	38		1	7
5	7	14	20	49		2	8
7	19	21	40	50		2	9
13	16	37	44	50		1	9
8	11	36	37	45		3	5
5	20	26	44	50		5	7
7	19	22	27	48		5	7
9	11	13	19	37		3	4
10	14	16	29	44		5	6
7	11	15	24	29		2	7
1	22	25	40	50		1	8
4	5	15	16	45		4	7
11	17	18	26	31		5	6
7	27	29	39	50		5	7
2	20	25	37	39		5	8
7	12	16	17	39		3	8
19	23	33	37	50		3	7
14	16	19	20	31		6	9
14	29	31	33	37		1	2
4	13	19	23	38		2	3
4	15	22	31	41		1	6
3	10	12	42	50		1	5
7	15	16	17	45		6	9
3	18	25	34	41		2	5
1	9	12	17	18		3	4
8	10	14	21	26		3	4
9	14	21	49	50		3	8
8	11	16	25	41		2	4
4	8	21	35	45		5	8
2	19	28	42	49		2	7
28	29	40	46	50		5	7
1	2	26	44	50		1	7
29	30	36	37	48		1	6
7	15	22	28	48		1	4
3	17	22	49	50		3	6
32	33	36	40	49		2	8
4	29	34	35	46		5	8
10	20	30	36	40		3	5
22	33	36	40	42		1	2
9	12	13	14	48		1	2
5	9	37	44	45		6	9
13	17	19	25	35		5	6
12	24	26	36	42		1	4
12	16	23	31	35		4	6
25	33	36	38	42		6	7
2	20	24	32	46		1	9
9	14	16	37	46		2	4
4	7	21	44	47		1	5
4	14	21	24	41		5	8
5	19	31	38	47		3	5
4	23	24	29	31		8	9
8	18	19	20	42		5	9
4	13	14	33	43		1	6
2	5	30	37	47		3	6
11	19	26	35	40		2	5
6	14	16	34	50		4	6
4	16	17	20	29		5	7
6	11	21	30	39		2	8
21	29	34	46	47		6	8
6	16	20	42	46		1	6
2	8	17	32	50		3	7
14	15	25	35	47		5	9
5	9	20	21	26		3	6
10	20	22	24	31		2	7
5	8	24	30	49		3	9
4	7	16	31	42		3	5
8	36	37	41	49		5	7
6	9	20	38	39		3	9
12	15	35	42	43		4	6
6	16	30	38	41		2	4
6	17	18	21	34		3	9
22	23	24	29	44		1	5
7	11	29	46	50		4	7
12	23	30	31	47		3	4
6	18	20	29	31		2	8
9	33	35	38	40		2	6
11	19	34	43	45		5	9
13	15	25	26	32		3	4
5	9	28	43	47		2	9
5	8	13	15	33		8	9
18	19	25	30	44		1	3
20	41	43	44	46		2	9
14	30	32	35	49		3	8
4	5	14	17	34		3	5
9	22	24	27	36		5	7
4	5	14	44	46		8	9
11	26	29	49	50		4	7
4	22	27	36	44		7	9
9	17	30	39	43		5	7
34	35	38	39	46		3	4
1	5	18	38	45		4	6
12	31	37	38	43		2	3
7	11	18	29	42		6	7
12	18	19	43	49		3	9
1	26	33	36	46		6	7
10	28	30	38	39		2	7
8	16	18	37	43		2	6
12	18	24	26	45		4	5
7	21	23	24	44		3	4
9	11	17	26	40		3	9
3	7	8	43	46		6	8
6	22	24	25	36		3	8
3	6	15	21	32		7	9
1	17	31	43	47		2	3
7	19	30	38	50		4	7
4	9	31	32	33		3	7
4	17	34	40	42		4	9
2	22	24	36	44		1	2
2	29	31	32	38		1	4
1	8	18	28	31		8	9
12	13	36	41	46		1	8
9	24	37	39	49		3	9
38	39	45	46	49		7	8
4	13	35	37	46		3	9
3	4	11	28	39		2	8
13	25	28	29	42		4	5
4	9	15	21	47		2	7
5	27	31	40	42		1	6
1	6	13	30	49		1	9
13	24	26	47	49		4	8
17	21	35	41	45		1	5
17	27	29	38	50		1	3
1	4	16	40	48		1	9
1	4	6	27	48		1	6
9	30	35	39	46		6	8
2	31	36	38	43		3	7
4	5	9	11	39		3	5
16	20	22	32	42		8	9
21	23	33	40	50		4	5
7	19	23	29	47		1	6
12	15	32	36	45		7	9
9	28	36	41	49		5	7
8	19	28	32	46		4	7
2	3	10	33	46		7	8
3	20	29	35	42		3	8
19	36	38	42	46		2	8
2	24	34	38	43		1	7
1	22	32	48	50		6	7
2	14	24	39	44		6	7
3	11	13	18	21		4	5
13	23	24	41	42		1	5
2	11	24	35	47		5	9
12	14	15	19	23		7	8
2	3	15	45	49		5	9
12	13	42	45	48		3	9
11	25	27	28	41		5	8
17	19	24	37	46		2	7
1	13	20	26	50		6	7
6	12	21	27	33		3	7
4	17	21	22	33		4	8
21	23	38	47	50		2	6
4	6	21	39	41		2	6
11	22	36	45	48		1	4
15	25	38	40	41		1	2
11	16	20	22	28		4	9
3	10	15	28	45		5	7
9	11	17	36	47		1	2
20	21	37	45	46		2	3
10	14	20	25	42		8	11
16	23	24	26	29		2	9
9	17	25	28	49		8	9
1	9	10	22	50		5	11
4	39	40	49	50		2	5
6	25	36	38	40		4	10
3	19	20	37	48		8	11
5	12	19	41	48		8	10
11	16	21	22	44		3	8
17	20	35	49	50		3	4
5	16	20	30	41		6	11
15	16	30	44	50		2	3
8	11	23	31	46		8	9
11	28	29	47	49		1	5
12	13	23	40	49		7	10
17	19	38	42	45		9	10
6	26	33	34	39		3	4
3	16	25	26	35		5	9
4	15	23	49	50		2	6
1	5	22	25	48		3	11
12	19	27	37	38		5	10
5	8	14	24	33		3	8
13	14	18	32	34		1	10
7	23	24	34	36		8	11
7	10	20	27	37		4	7
1	13	17	18	45		3	8
6	14	16	28	31		2	11
4	6	14	42	50		2	4
12	22	25	33	45		5	7
2	8	10	19	46		5	9
12	26	37	38	44		4	7
35	42	47	48	50		8	9
5	21	28	31	34		1	2
9	28	30	32	49		9	10
2	8	17	39	42		3	10
9	19	25	36	38		7	11
6	14	33	34	48		2	6
18	27	28	35	40		3	5
5	15	28	31	44		1	6
14	16	23	38	45		8	11
18	26	34	38	42		5	8
1	4	12	16	48		9	10
12	23	29	32	47		3	5
18	23	37	46	48		2	10
2	19	33	37	46		5	8
12	22	27	28	39		4	10
16	17	20	39	50		4	8
14	20	23	45	46		1	11
11	14	41	43	50		2	9
1	4	15	29	40		1	5
1	4	18	23	30		3	7
6	17	22	45	47		3	11
4	12	24	39	44		2	4
16	18	24	38	40		2	4
14	19	26	28	34		5	8
11	25	41	45	50		2	7
7	27	30	40	43		8	9
19	20	21	34	38		3	9
12	21	29	44	47		1	2
7	12	18	33	37		1	11
2	5	10	23	31		2	5
1	9	12	14	48		1	7
7	21	22	24	28		1	11
19	21	25	26	44		3	7
16	36	43	44	50		7	8
3	30	42	45	49		5	10
1	6	10	12	31		2	7
4	9	10	30	40		2	9
13	14	21	27	39		6	8
12	22	30	31	44		5	6
2	10	22	27	28		6	8
1	2	6	20	36		8	11
10	13	19	39	44		2	6
9	34	38	43	45		2	4
16	19	20	25	28		1	10
3	15	17	28	33		2	4
3	8	14	31	41		7	11
14	27	36	42	46		8	11
4	11	28	38	47		10	11
11	14	24	25	29		7	11
3	7	12	26	34		8	10
1	10	17	33	48		2	3
5	6	11	30	44		2	6
23	24	27	37	47		2	6
3	32	36	39	47		6	9
1	10	25	43	47		8	9
3	4	12	23	50		4	7
15	16	28	30	46		3	4
9	15	23	31	50		8	11
24	27	29	34	36		7	8
4	17	23	36	46		6	10
1	8	18	25	30		9	10
11	20	30	35	45		2	3
22	25	27	36	37		5	9
8	13	26	39	43		3	5
10	28	33	48	49		1	10
3	6	29	32	41		10	11
8	9	24	43	48		3	5
20	27	30	36	43		1	6
4	5	15	19	41		9	11
3	26	39	40	41		1	2
3	21	34	38	48		5	8
1	13	17	38	44		2	11
2	11	13	26	50		2	5
13	29	43	47	50		9	11
16	31	32	37	41		1	7
12	22	35	46	49		2	8
8	15	17	25	28		3	11
2	4	14	26	36		9	10
13	34	37	47	49		8	9
5	11	22	34	40		9	11
8	15	26	30	48		9	10
10	22	27	38	48		3	7
7	17	20	35	50		5	11
14	18	19	43	49		3	7
1	11	20	22	35		8	10
14	17	28	29	39		1	11
2	7	22	27	40		3	6
31	32	38	40	42		1	3
1	3	16	24	37		1	8
8	18	25	35	46		4	9
2	7	24	43	46		8	10
10	19	23	45	49		9	10
4	16	18	25	44		1	11
14	15	21	23	48		2	10
4	29	35	36	39		8	9
24	34	35	42	46		1	5
20	27	34	46	50		2	3
11	17	21	48	50		9	10
1	16	38	42	45		9	10
19	25	28	33	44		2	8
4	5	17	38	48		3	4
5	6	12	19	37		3	7
1	18	25	26	44		4	5
16	28	31	33	48		7	11
11	17	18	39	44		5	10
13	15	30	35	42		4	6
6	15	22	37	44		2	4
3	10	23	27	44		7	9
6	7	38	39	44		7	9
4	19	34	41	43		7	11
7	25	27	48	49		1	4
20	23	26	30	33		6	9
4	16	21	36	42		7	8
9	16	18	19	21		2	3
2	8	10	23	25		8	9
6	7	17	35	43		2	8
10	32	40	41	49		2	8
16	29	37	40	44		8	10
1	28	35	38	50		2	10
5	6	9	27	38		5	11
23	24	25	31	44		2	3
3	6	10	11	44		3	4
7	20	25	35	41		1	9
14	21	22	28	47		4	5
11	16	21	24	29		2	6
10	15	19	23	41		2	9
28	30	42	45	49		5	10
1	9	11	20	40		1	5
6	10	23	44	49		1	7
10	18	23	24	40		3	4
5	10	28	29	44		2	4
10	16	18	31	42		2	5
